epoch,step,train_loss,val_loss
0,49,1.7707471197285414,
0,99,1.6618576832900618,
0,149,1.6715778605325484,
0,199,1.6821622244067678,
0,249,1.6883022224605213,
0,299,1.6397211568250427,
0,349,1.7928596481668646,
0,399,1.6617232953221046,
0,449,1.6274909519071563,
0,499,1.698792958735347,
0,549,1.674856688295063,
0,599,1.697560319157791,
0,649,1.6838364154988463,
0,699,1.7169220169168506,
0,749,1.7124074308929624,
0,799,1.7923633081324373,
0,849,1.7246777825714086,
0,899,1.6518527244646015,
0,949,1.6853490865887095,
0,999,1.7925133406760354,
0,1049,1.6676843583329923,
0,1099,1.6467416474945713,
0,1149,1.6320975681154786,
0,1199,1.690682545132913,
0,1249,1.6737171167611091,
0,1299,1.7247383182075284,
0,1349,1.701094886773365,
0,1399,1.707357005056183,
0,1449,1.628311784802154,
0,1499,1.64882342806716,
0,1549,1.6918327635692825,
0,1553,,1.8160903883986506
1,1599,1.7113700826144818,
1,1649,1.7610582194745994,
1,1699,1.6857381654462023,
1,1749,1.7349343810649247,
1,1799,1.6797038977636942,
1,1849,1.6621629044052804,
1,1899,1.7210425051463076,
1,1949,1.7144438401323074,
1,1999,1.809273924465645,
1,2049,1.6542992222090978,
1,2099,1.652362740350246,
1,2149,1.6384246270530112,
1,2199,1.7360778402149941,
1,2249,1.659650125132513,
1,2299,1.681810943080549,
1,2349,1.6760206410979894,
1,2399,1.609076592088734,
1,2449,1.629000183182944,
1,2499,1.6058853856718325,
1,2549,1.729055312691475,
1,2599,1.60697451093331,
1,2649,1.5635838996779452,
1,2699,1.6230666199875952,
1,2749,1.6495147466403743,
1,2799,1.6268913838672951,
1,2849,1.7167667846308863,
1,2899,1.6145373019394385,
1,2949,1.7208347482057607,
1,2999,1.5780533433618718,
1,3049,1.6301990292565747,
1,3099,1.7314143985197563,
1,3107,,2.086175465909855
2,3149,1.62489875475538,
2,3199,1.558961602590483,
2,3249,1.566208029346316,
2,3299,1.6765249357500507,
2,3349,1.6120766956139765,
2,3399,1.5883301254905742,
2,3449,1.621263746282396,
2,3499,1.692722706769978,
2,3549,1.604313673826396,
2,3599,1.645791883600122,
2,3649,1.581220105530497,
2,3699,1.646496336656512,
2,3749,1.6053115494636707,
2,3799,1.66826120484257,
2,3849,1.5441967781006951,
2,3899,1.601953428043172,
2,3949,1.6448028994407704,
2,3999,1.6712563360699277,
2,4049,1.6483716094445848,
2,4099,1.6430761903088007,
2,4149,1.696265166509151,
2,4199,1.621514687383017,
2,4249,1.651444512473659,
2,4299,1.5827687063341396,
2,4349,1.6917335792279669,
2,4399,1.5337639340150604,
2,4449,1.6936808106183907,
2,4499,1.664810384725892,
2,4549,1.6937206382611654,
2,4599,1.6087850913775494,
2,4649,1.5216604297905736,
2,4661,,2.199027836980532
3,4699,1.6596319008246072,
3,4749,1.7235939707810246,
3,4799,1.6159923441481168,
3,4849,1.65920132617095,
3,4899,1.623476922719884,
3,4949,1.6450193995135827,
3,4999,1.6335627579070837,
3,5049,1.6180280522331414,
3,5099,1.6621712901105337,
3,5149,1.5908587370042873,
3,5199,1.6281489993552578,
3,5249,1.5932897476874082,
3,5299,1.6281963407017168,
