epoch,step,train_loss,val_loss
0,49,0.08976047723782077,
0,99,0.08525199460430634,
0,149,0.08663153900335746,
0,199,0.08589974954546158,
0,249,0.08655087537747794,
0,299,0.08478245275207948,
0,349,0.08328444039832264,
0,399,0.08537029694004909,
0,449,0.08573575777655502,
0,499,0.0821635165123669,
0,549,0.08328818172792565,
0,599,0.08223547580658884,
0,649,0.0787509379108809,
0,699,0.08250986601282949,
0,749,0.08455236276785133,
0,799,0.08390249926442073,
0,849,0.08481277876880765,
0,899,0.08446159211577262,
0,949,0.08360338431449785,
0,999,0.08323095433575758,
0,1049,0.0848252724302412,
0,1099,0.08202798893342696,
0,1149,0.08367730740300781,
0,1199,0.08259917471359791,
0,1249,0.07958393666501458,
0,1299,0.08159517253989274,
0,1349,0.07931579961080508,
0,1399,0.08440967000963072,
0,1449,0.08435614059571589,
0,1499,0.08256021790316853,
0,1549,0.08433606308313116,
0,1553,,0.08358691612403127
1,1599,0.08074913468738193,
1,1649,0.0829181402881433,
1,1699,0.08216784767258029,
1,1749,0.08638701394820243,
1,1799,0.08343067136344638,
1,1849,0.08402528344129186,
1,1899,0.0820222468063744,
1,1949,0.07738788295366258,
1,1999,0.07946986948113671,
1,2049,0.08137344088783421,
1,2099,0.0776801722940556,
1,2149,0.08229131755951911,
1,2199,0.07891816458328524,
1,2249,0.0855939537558365,
1,2299,0.08516273176758066,
1,2349,0.08367426953570366,
1,2399,0.08235240037150822,
1,2449,0.08083185380533875,
1,2499,0.08736498105187655,
1,2549,0.08463102437174289,
1,2599,0.08117648023830955,
1,2649,0.08368408167901469,
1,2699,0.08314915526309478,
1,2749,0.08168154865535539,
1,2799,0.0816742587232739,
1,2849,0.08209750310676486,
1,2899,0.08442337027606492,
1,2949,0.08210128607276809,
1,2999,0.08243256761329792,
1,3049,0.08311622467108402,
1,3099,0.0820860948781608,
1,3107,,0.08489907819402297
2,3149,0.08166947974635727,
2,3199,0.0801879825971316,
2,3249,0.081880678235162,
2,3299,0.08188085884173517,
2,3349,0.08434668982625121,
2,3399,0.08191847236923389,
2,3449,0.0886909225397497,
2,3499,0.08222459976352257,
2,3549,0.08230930191011951,
2,3599,0.07966721672006266,
2,3649,0.08166595269218034,
2,3699,0.08268197365026254,
2,3749,0.08227414618072902,
2,3799,0.08233682612144604,
2,3849,0.08305686158958124,
2,3899,0.08032057945985166,
2,3949,0.0845569738017821,
2,3999,0.08165525943009071,
2,4049,0.07920543008407878,
2,4099,0.08550356527301546,
2,4149,0.08061004053446372,
2,4199,0.0835842405776238,
2,4249,0.0802462312151241,
2,4299,0.08304456818207845,
2,4349,0.08392291023446198,
2,4399,0.08319597962772102,
2,4449,0.08331904425420339,
2,4499,0.08169911417853976,
2,4549,0.08243698878786254,
2,4599,0.08190433542305604,
2,4649,0.08289656874904638,
2,4661,,0.09162567555221947
3,4699,0.07714600602553355,
3,4749,0.08241809460070118,
3,4799,0.08146894715571235,
3,4849,0.0831994602585217,
3,4899,0.08019026573390779,
3,4949,0.0815448120226373,
3,4999,0.0841806283769696,
3,5049,0.08234102862813704,
3,5099,0.08379004072149049,
3,5149,0.08121980734854545,
3,5199,0.08346063910613986,
3,5249,0.07920507256146031,
3,5299,0.08266997620467148,
3,5349,0.08161846302543938,
3,5399,0.07977205970586666,
3,5449,0.08010821168909299,
3,5499,0.08048320433532417,
3,5549,0.08226789879669175,
3,5599,0.07469436097170326,
3,5649,0.08523817054790211,
3,5699,0.08104443141485876,
3,5749,0.08010264212284572,
3,5799,0.08094261545675879,
3,5849,0.08064091653425226,
3,5899,0.0805772979012351,
3,5949,0.0800228971319785,
3,5999,0.07727895730388792,
3,6049,0.07865589599550302,
3,6099,0.0813910859858536,
3,6149,0.07773946407730319,
3,6199,0.08445364984060277,
3,6215,,0.10525411459202924
4,6249,0.08382057379212399,
4,6299,0.0744085093943508,
4,6349,0.08266297408816409,
4,6399,0.0860480524667991,
4,6449,0.07859662494933674,
4,6499,0.08458349917054214,
4,6549,0.08129178090422899,
4,6599,0.07863917471156752,
4,6649,0.08010415650125242,
4,6699,0.0800181788991046,
4,6749,0.07843810649783219,
4,6799,0.0813543969838565,
4,6849,0.07938500116113735,
4,6899,0.07927735270195867,
4,6949,0.07856201069201421,
4,6999,0.08303674962896578,
4,7049,0.07855234973289445,
4,7099,0.07793419149297234,
4,7149,0.08200747268390221,
4,7199,0.0813159448102455,
4,7249,0.08133823777131567,
4,7299,0.08086015831738333,
4,7349,0.07921552806911335,
4,7399,0.07910583136163811,
4,7449,0.08169917025380083,
4,7499,0.08359131979797582,
4,7549,0.08059777573011612,
4,7599,0.08564323712930338,
4,7649,0.08119923370627333,
4,7699,0.07914277669253958,
4,7749,0.07590325589788108,
4,7769,,0.10576955127804795
5,7799,0.07885581107420785,
5,7849,0.07933033890143043,
5,7899,0.07807875370993882,
5,7949,0.07991675974063879,
5,7999,0.0791101286568594,
5,8049,0.08005318387697785,
5,8099,0.07987406919882058,
5,8149,0.08009049894349325,
5,8199,0.08098242422998116,
5,8249,0.07822156127860634,
5,8299,0.07974892513411347,
5,8349,0.08353696934164917,
5,8399,0.07997800792597658,
5,8449,0.08040145538949635,
5,8499,0.07906088427112003,
5,8549,0.0809093830251456,
5,8599,0.0832095063823969,
5,8649,0.07640000282006322,
5,8699,0.08637979803614307,
5,8749,0.08282007159424519,
5,8799,0.07908965942083447,
5,8849,0.08179872074743949,
5,8899,0.08035482599031532,
5,8949,0.08467770124542076,
5,8999,0.07893264081473267,
