epoch,step,train_loss,val_loss
0,49,1.822407112987509,
0,99,1.7291191045740686,
0,149,1.788215238802574,
0,199,1.7451859282346138,
0,249,1.6807041299637746,
0,299,1.6640831095599897,
0,349,1.6514878075191741,
0,399,1.5979792932314623,
0,449,1.7127747763051162,
0,499,1.7239401975707866,
0,549,1.6136262302330004,
0,599,1.774938729602273,
0,649,1.7177854613337706,
0,699,1.8073166631905844,
0,749,1.684609280735449,
0,799,1.6328249670237012,
0,849,1.6821396915615652,
0,899,1.6088955300348722,
0,949,1.639258082457606,
0,999,1.760038015816014,
0,1049,1.6438676833856256,
0,1099,1.6761826517863305,
0,1149,1.6389174703880016,
0,1199,1.629365041401046,
0,1249,1.5966716096851838,
0,1299,1.551540343990527,
0,1349,1.7492533646642838,
0,1399,1.7021327777159563,
0,1449,1.5448252410251728,
0,1499,1.6616633777935166,
0,1549,1.7126315826124296,
0,1599,1.6827707316798457,
0,1649,1.611653465437606,
0,1699,1.5972950322839707,
0,1749,1.6671346038499641,
0,1799,1.7521899141852761,
0,1849,1.6525534464078908,
0,1899,1.6484760214621375,
0,1949,1.6746776751752364,
0,1999,1.6315887904051205,
0,2049,1.5528005986573103,
0,2099,1.5729580897323185,
0,2149,1.747965647218573,
0,2199,1.582483067911733,
0,2249,1.6612229986952962,
0,2299,1.6732720322174248,
0,2349,1.7886294772092104,
0,2399,1.638514657961988,
0,2449,1.6126210060745205,
0,2499,1.6127584521125353,
0,2549,1.6041066771901105,
0,2599,1.5326908692254588,
0,2649,1.5936761196717892,
0,2699,1.6757607778735877,
0,2749,1.5668963425251998,
0,2799,1.5766997830814782,
0,2849,1.7590277077572303,
0,2899,1.5614970483477422,
0,2949,1.6576699375428374,
0,2999,1.7010495789041635,
0,3049,1.5587911421399634,
0,3099,1.7367810478200623,
0,3107,,1.6603657125604177
1,3149,1.6395392504778628,
1,3199,1.575291433732811,
1,3249,1.6544336648237385,
1,3299,1.7056853324053007,
1,3349,1.6314111635137283,
1,3399,1.697129103209287,
1,3449,1.6291145339969986,
1,3499,1.6511525508125429,
1,3549,1.7256890320582594,
1,3599,1.5596054773239896,
1,3649,1.594919700700206,
1,3699,1.5759492744688466,
1,3749,1.6506399524099482,
1,3799,1.529369286006111,
1,3849,1.6383854515372713,
1,3899,1.537615238272172,
1,3949,1.6239552666856447,
1,3999,1.6637693466882717,
1,4049,1.567284505388842,
1,4099,1.6576161169590102,
1,4149,1.6383710752322018,
1,4199,1.6376635197915292,
1,4249,1.5453921619534017,
1,4299,1.5292250485847385,
1,4349,1.7584511193467933,
1,4399,1.6808845766850478,
1,4449,1.7310264168189438,
1,4499,1.4384562902697977,
1,4549,1.5836827167634824,
1,4599,1.656489020562563,
1,4649,1.6389088632458846,
1,4699,1.763962620658611,
1,4749,1.4764156355360445,
1,4799,1.5847576358309747,
1,4849,1.6465014915892118,
1,4899,1.637880504670727,
1,4949,1.6389351683394422,
1,4999,1.655766549009363,
1,5049,1.6528889563653806,
1,5099,1.6400295438788726,
1,5149,1.7628596141150763,
1,5199,1.5765029018585783,
1,5249,1.566113365664071,
1,5299,1.5584887582733948,
1,5349,1.6263432056841753,
1,5399,1.6558933356562902,
1,5449,1.596332037815872,
1,5499,1.7330119558309076,
1,5549,1.75894998677123,
1,5599,1.6472941492835824,
1,5649,1.5473953285594924,
1,5699,1.6696888720419478,
1,5749,1.6663867958603646,
1,5799,1.6834519338088405,
1,5849,1.5663529087901789,
1,5899,1.6092970015711487,
1,5949,1.689487745233886,
1,5999,1.6509501826278317,
1,6049,1.6731628816438515,
1,6099,1.6172653410603748,
1,6149,1.6068325772003937,
1,6199,1.6602667432386686,
1,6215,,1.6794176295721692
2,6249,1.6925178696173384,
2,6299,1.5901853993694703,
2,6349,1.6109625770760256,
2,6399,1.6076902655964351,
2,6449,1.6732770207763201,
2,6499,1.6046783305027783,
2,6549,1.7438963776427732,
2,6599,1.5193641204444597,
2,6649,1.627180760738351,
2,6699,1.4675058664486855,
2,6749,1.74730941965663,
2,6799,1.613922634753158,
2,6849,1.6206811404390056,
2,6899,1.7196728367936538,
2,6949,1.5613103190638793,
2,6999,1.4990083746786542,
2,7049,1.540467957119796,
2,7099,1.7380598719469083,
2,7149,1.6126236778177219,
2,7199,1.5494794749300305,
2,7249,1.5890706310214284,
2,7299,1.5921452381710832,
2,7349,1.5639047696261625,
2,7399,1.6223028189563495,
2,7449,1.4563260950834145,
2,7499,1.6556026378761854,
2,7549,1.5758816800358213,
2,7599,1.6494140288749197,
2,7649,1.710243695735672,
2,7699,1.6530875041188566,
2,7749,1.5271754204216101,
2,7799,1.64446996353887,
2,7849,1.5821539994144485,
2,7899,1.62832195908499,
2,7949,1.6936425671017756,
2,7999,1.5904937756246402,
2,8049,1.6222699909078104,
2,8099,1.616434173672092,
2,8149,1.5646325112476414,
2,8199,1.44782286135683,
2,8249,1.6078860016184773,
2,8299,1.6252791713104195,
2,8349,1.6170034398699529,
2,8399,1.6244791560109653,
2,8449,1.5051118461539543,
2,8499,1.527564510772645,
2,8549,1.6060357343677731,
2,8599,1.596103097977023,
2,8649,1.630888358714815,
2,8699,1.6756439483839012,
2,8749,1.789100933933477,
2,8799,1.675876206730106,
2,8849,1.4546330108597707,
2,8899,1.6176526584169029,
2,8949,1.6160866013594968,
2,8999,1.5713667689707014,
2,9049,1.590175774659586,
2,9099,1.6706295200337347,
2,9149,1.7397966574693617,
2,9199,1.7250355093483922,
2,9249,1.694796657460794,
2,9299,1.546766061360591,
2,9323,,1.7186821708772453
