epoch,step,train_loss,val_loss
0,49,1.8233548343878079,
0,99,1.7204087495284417,
0,149,1.79313967784278,
0,199,1.7471124406698464,
0,249,1.6845095022478316,
0,299,1.6629980826379098,
0,349,1.6552594012717574,
0,399,1.5961963097631653,
0,449,1.7133705558665024,
0,499,1.714475964009142,
0,549,1.6140086277400807,
0,599,1.773913810302501,
0,649,1.7217749809694203,
0,699,1.8036495201888094,
0,749,1.6829473546586198,
0,799,1.6308985876102333,
0,849,1.6814573294888346,
0,899,1.6079868069565622,
0,949,1.6371301195491865,
0,999,1.7616356987505406,
0,1049,1.6428710955361436,
0,1099,1.6754321320162462,
0,1149,1.643045787905071,
0,1199,1.6301171166970685,
0,1249,1.5991373815645142,
0,1299,1.5492880712310606,
0,1349,1.7528123171629955,
0,1399,1.7000772689621657,
0,1449,1.5452798153562293,
0,1499,1.6617490618394197,
0,1549,1.7124285230410436,
0,1599,1.6840689568888525,
0,1649,1.6131057348314177,
0,1699,1.5983729864199658,
0,1749,1.671791004751557,
0,1799,1.7468063104128575,
0,1849,1.6563925407185989,
0,1899,1.6478134703407448,
0,1949,1.6718497747700984,
0,1999,1.635670597056378,
0,2049,1.5519205764440016,
0,2099,1.5732854876793696,
0,2149,1.7504287886762562,
0,2199,1.5868232644905615,
0,2249,1.6706145783625619,
0,2299,1.6801918756738408,
0,2349,1.7941149803881282,
0,2399,1.6364505020302829,
0,2449,1.6137921652203129,
0,2499,1.6102993608473053,
0,2549,1.6068551939558355,
0,2599,1.5364342243193285,
0,2649,1.5945312399294587,
0,2699,1.679317941592474,
0,2749,1.578222779216177,
0,2799,1.58134623760748,
0,2849,1.751424048980368,
0,2899,1.5666076426390225,
0,2949,1.6586838229734673,
0,2999,1.7023886787877653,
0,3049,1.574649887703977,
0,3099,1.7349203407616116,
0,3107,,1.6618321109383334
1,3149,1.6426592320695388,
1,3199,1.572987924687887,
1,3249,1.6651043179821186,
1,3299,1.7138143229351297,
1,3349,1.63596337024872,
1,3399,1.6960004073817718,
1,3449,1.6359021506686013,
1,3499,1.6496099309867347,
1,3549,1.7304931261948497,
1,3599,1.557637249307389,
1,3649,1.5949141126378032,
1,3699,1.5868801912401538,
1,3749,1.667733701207077,
1,3799,1.5423604889361364,
1,3849,1.6507541246025526,
1,3899,1.5316718974884536,
1,3949,1.6255540885832815,
